Date,Time,Sender,Message,Cluster
05/08/24,14.13.22,Jumiana TIF '22,Caption e belum selesai?,1
05/08/24,15.22.06,Rehan ECU,baiklah,1
05/08/24,15.30.46,Inandra,mintol @6281218620232 @6285854534950,1
05/08/24,15.35.46,Rechin TIF '22,oyaa bentar lg diluar,1
05/08/24,15.54.09,Jumiana TIF '22,Ndra itu yg lkti belum ada background e,1
05/08/24,15.54.38,Inandra,ada i,1
05/08/24,15.54.42,Inandra,mosok gaada,1
05/08/24,15.54.58,Inandra,weh salah,1
05/08/24,16.22.49,Jumiana TIF '22,Ndra yg pamflet sub story di share ke grup besar,1
05/08/24,16.22.54,Jumiana TIF '22,Ada yg nanyain soale,1
05/08/24,16.33.18,Inandra,sudahh,1
05/08/24,16.55.09,Rechin TIF '22,"""Hai partikuy! Kali ini Parti 2024 bakal open tenant lho. Jadi tenant di acara kita, yuk! Kesempatan buat promosiin bisnis kamu di depan banyak orang. Hubungi kita buat info lebih lanjut dan booking tempatmu sekarang🤩”",1
05/08/24,17.14.05,Inandra,yang baksos juga yoo,1
05/08/24,17.18.43,Rechin TIF '22,msh dibuat anin,1
05/08/24,17.19.10,Inandra,baikk,1
05/08/24,17.35.56,Nirot TIF '22,"Kalau misalnya sudah, yaudah",1
05/08/24,17.35.57,Nirot TIF '22,Maaf mas mau tanya ini pamflet nya udah mulai disebar belum ya mas?,1
,,,,1
,,,Kalau misalkan belum aku izin mau ganti nomor telepon yang ada di bagian Contact person,1
,,,,1
,,,"Yang khusus buat kegiatan sama kuliah, jadi gak tercampur sama wa pribadi",1
05/08/24,17.36.31,Nirot TIF '22,Gak usah di ubah wae ya Ben gak ganti pamflet neh,1
05/08/24,17.36.33,Nirot TIF '22,?,1
05/08/24,17.41.54,Jumiana TIF '22,Ngga usah😭🤣,1
,,,"‎[05/08/24, 17.50.45] Inandra: Story Animasi Fixed.PNG ‎dokumen tidak disertakan",1
05/08/24,20.58.20,Sofia TIF ‘22,info dong apakah proposal nya sudah di cetak?,1
05/08/24,20.58.32,Inandra,ya belom,1
05/08/24,20.58.36,Sofia TIF ‘22,apa nunggu dr amanah dulu?,1
05/08/24,20.58.37,Inandra,jare ngenteni amanah,1
05/08/24,20.58.49,Sofia TIF ‘22,oalah nggih😭,1
05/08/24,20.59.17,Sofia TIF ‘22,saran boleh kah misal sampe minggu depan amanah blm acc bisa dicetak satu dulu gaaa buat muter biar ga ngabisin waktu,1
,,,"‎[05/08/24, 20.59.28] Stiven TIF '21: ‎stiker tidak disertakan",1
05/08/24,20.59.58,Sofia TIF ‘22,nanti dr kita tak usahain buat amanah e ndang acc tp jagani wae nek belum gitu,1
,,,"‎[05/08/24, 21.00.16] Sofia TIF ‘22: ‎stiker tidak disertakan",1
,,,"‎[05/08/24, 21.00.54] Stiven TIF '21: ‎stiker tidak disertakan",1
05/08/24,21.01.40,Inandra,oke ntar mintol perkab yo,1
05/08/24,21.02.09,Sofia TIF ‘22,ooo pantes tipen merespon xiap,1
05/08/24,21.02.30,Sofia TIF ‘22,@6285865803536 nanti tak inpo mas tipen,1
06/08/24,08.24.08,Inandra,info sudah belumm caption e,1
06/08/24,11.35.41,Jumiana TIF '22,@6285290474524 @628993998600 jangan lupa buatin makna maskot sama tema yg singkat²,1
06/08/24,15.34.12,Anindya TIF '22,"""Hai partikuy! ayo gabung di *Bakti Sosial PARTI 2024*! 🤗 Bareng HIMATIF UMS, kita bisa berbagi dan kasih kebaikan buat orang lain. Ayo, jadi bagian dari momen seru ini! ✨""",1
06/08/24,18.35.19,ReviTO,sudah ini to kata bos ketupat msh kepanjangan,1
07/08/24,11.04.14,ReviTO,"Sunfity, maskot berbentuk biji cahaya yang berarti sinar matahari, melambangkan optimisme dan harapan untuk masa depan yang cerah dan berkelanjutan. Dengan tubuh berwarna hijau, Sunfity mengingatkan pentingnya sinar matahari sebagai lambang kehidupan dan pertumbuhan. Sunfity menginspirasi masyarakat dalam menjaga lingkungan dan mengadopsi teknologi hijau, serta mengajak kita hidup harmonis dengan alam. Sunfity mewakili gerakan global menuju masa depan yang lebih hijau, cerdas, dan berkelanjutan.",1
07/08/24,11.06.59,Rehan ECU,sunfity 😭,1
07/08/24,11.08.51,ReviTO,tribut kepada pj acara parti,1
07/08/24,11.16.36,Inandra,wkwkwk,1
07/08/24,11.27.27,Labib,josss👍🏻,1
07/08/24,11.51.31,Safridha,😭😭🫵🏻,1
,,,"‎[07/08/24, 14.12.18] Safridha: ‎video tidak disertakan",1
07/08/24,14.49.16,Inandra,sipmen,1
07/08/24,14.50.34,ReviTO,neng ndi wi,1
07/08/24,14.50.53,Inandra,lawu,1
07/08/24,14.51.02,ReviTO,krn,1
07/08/24,14.51.06,ReviTO,kok ketemu,1
07/08/24,18.20.22,Inandra,infokan kelanjutan feed ig,1
07/08/24,18.37.39,Jumiana TIF '22,Caption e dah gada revisi to?,1
07/08/24,18.38.05,Jumiana TIF '22,Yg tenan sama baksos dah siap upload,1
07/08/24,18.38.25,Jumiana TIF '22,.,1
07/08/24,18.38.59,Jumiana TIF '22,Ini dah fix?,1
07/08/24,18.41.13,Inandra,fix,1
07/08/24,18.41.19,Inandra,mintol klo ada revisi boleh,1
07/08/24,18.42.28,Jumiana TIF '22,Mbaiik,1
07/08/24,18.43.13,Jumiana TIF '22,Nek dah acc tak up hari ini apa besok?,1
07/08/24,18.54.27,Inandra,besok aja,1
07/08/24,18.54.39,Inandra,@628993998600 @6285290474524 enek revisi untuk caption baksos ra,1
07/08/24,18.57.24,Jumiana TIF '22,"Informasi e kurang ngga sih mungkin norek, cp dll itu bisa ditambahin ke caption menurutku",1
07/08/24,19.11.04,Inandra,"@6281218620232 @6285854534950 minta tolong lagi buat nambahin informasi rekening, cp, medsos, tagar buat caption baksos. tambahin cp buat caption open tenant nya",1
07/08/24,20.50.20,ReviTO,ada revisi ga dari teman teman sy,1
07/08/24,21.35.21,Rechin TIF '22,"""Hai partikuy! ayo gabung di *Bakti Sosial PARTI 2024*! 🤗 Bareng HIMATIF UMS, kita bisa berbagi dan kasih kebaikan buat orang lain. ",1
,,,,1
,,,Donasi dapat disalurkan melalui,1
,,,•Bank Bri:,1
,,,,1
,,,📞Contact Person,1
,,,Anin:+62 858-5453-4950,1
,,,Rechin: ‪+62 812‑1862‑0232‬,1
,,,,1
,,,Setelah melakukan donasi diharapkan konfirmasi ke CP tertera,1
,,,,1
,,,🔗MORE INFORMATION,1
,,,📸 Instagram : @parti.ums,1
,,,📩Email : himatif@ums.ac.id,1
,,,📱Tiktok : @parti.ums,1
,,,"Ayo, jadi bagian dari momen seru ini! ✨""",1
,,,,1
,,,#Parti2024#himatifums#ums#informatika#teknikinformatika##eventsolo#seminar#seminarnasional,1
,,,#animasicompetition #Ikti #tournament #tournamentFutsal,1
,,,#baktisosial #opendonasi #baksos #donation,1
08/08/24,09.18.02,Inandra,@6281231715679 rekening e opoo,1
08/08/24,09.18.47,Dinta TIF '22,.,1
08/08/24,09.19.58,Inandra,‎Anda menghapus pesan ini.,1
08/08/24,12.54.03,Jumiana TIF '22,Sudah fix?,1
08/08/24,14.54.08,Inandra,[HIMPUNAN MAHASISWA TEKNIK INFORMATIKA UMS 2024],1
,,,,1
,,,"""Hai sobat! ayo gabung di *Bakti Sosial HIMATIF 2024*! 🤗 Bareng HIMATIF UMS, kita bisa berbagi dan kasih kebaikan buat orang lain.",1
,,,,1
,,,Donasi dapat disalurkan melalui,1
,,,• Bri = 811201006965534 - Dinta Apresia Nurhalis Sagita,1
,,,• ⁠Shopeepay = 081231715679 - dintaapresia06,1
,,,• ⁠BCA = 0790600860–Naya Destian M,1
,,,• ⁠Dana = ‪0895620150369‬—NAYA DESTIAN M,1
,,,• ⁠Gopay = 0895620150369–Naya,1
,,,,1
,,,📞Contact Person,1
,,,Anin:+62 858-5453-4950,1
,,,Rechin: ‪+62 812‑1862‑0232‬,1
,,,,1
,,,Setelah melakukan donasi diharapkan konfirmasi ke CP tertera,1
,,,,1
,,,🔗MORE INFORMATION,1
,,,📸 Instagram : @himatifums,1
,,,📩Email : himatif@ums.ac.id,1
,,,📱Tiktok : @himatif.ums,1
,,,"Ayo, jadi bagian dari momen seru ini! ✨""",1
,,,,1
,,,#himatifums#ums#informatika#teknikinformatika##eventsolo#seminar#seminarnasional,1
,,,#animasicompetition #Ikti #tournament #tournamentFutsal,1
,,,#baktisosial #opendonasi #baksos #donation,1
08/08/24,14.56.33,Inandra,@628993998600 @6285290474524 sg bagian donasi akan disalurkan kepada…,1
08/08/24,15.17.21,Safridha,Korban bencana alam dan masyarakat yang membutuhkan,1
08/08/24,15.28.08,ReviTO,yups,1
08/08/24,15.31.30,Inandra,tulung tambahono,1
08/08/24,16.06.29,Safridha,"""Hai sobat! ayo gabung di *Bakti Sosial HIMATIF 2024*! 🤗 Bareng HIMATIF UMS, kita bisa berbagi dan kasih kebaikan buat orang lain. ",1
,,,,1
,,,Donasi akan disalurkan kepada korban bencana alam dan masyarakat yang membutuhkan.,1
,,,,1
,,,Donasi dapat disalurkan melalui,1
,,,• Bri = 811201006965534 - Dinta Apresia Nurhalis Sagita,1
,,,• ⁠Shopeepay = 081231715679 - dintaapresia06,1
,,,• ⁠BCA = 0790600860–Naya Destian M,1
,,,• ⁠Dana = ‪0895620150369‬—NAYA DESTIAN M,1
,,,• ⁠Gopay = 0895620150369–Naya,1
,,,,1
,,,📞Contact Person,1
,,,Anin:+62 858-5453-4950,1
,,,Rechin: ‪+62 812‑1862‑0232‬,1
,,,,1
,,,Setelah melakukan donasi diharapkan konfirmasi ke CP tertera,1
,,,,1
,,,🔗MORE INFORMATION,1
,,,📸 Instagram : @himatifums,1
,,,📩Email : himatif@ums.ac.id,1
,,,📱Tiktok : @himatif.ums,1
,,,"Ayo, jadi bagian dari momen seru ini! ✨""",1
,,,,1
,,,#himatifums #ums #informatika #teknikinformatika #eventsolo #seminar #seminarnasional #animasicompetition #Ikti #tournament #tournamentFutsal #baktisosial #opendonasi #baksos #donation,1
08/08/24,16.06.34,Safridha,Kalo ada revisi monggo,1
08/08/24,16.08.49,Inandra,sipmen,1
08/08/24,16.08.55,Inandra,dikei donasi berupa ngono ra,1
08/08/24,16.42.24,Safridha,"""Hai sobat! ayo gabung di *Bakti Sosial HIMATIF 2024*! 🤗 Bareng HIMATIF UMS, kita bisa berbagi dan kasih kebaikan buat orang lain. ",1
,,,,1
,,,Donasi akan disalurkan kepada korban bencana alam dan masyarakat yang membutuhkan.,1
,,,,1
,,,Donasi hanya dapat disalurkan berupa nominal uang dan dapat disalurkan melalui:,1
,,,• Bri = 811201006965534 - Dinta Apresia Nurhalis Sagita,1
,,,• ⁠Shopeepay = 081231715679 - dintaapresia06,1
,,,• ⁠BCA = 0790600860–Naya Destian M,1
,,,• ⁠Dana = ‪0895620150369‬—NAYA DESTIAN M,1
,,,• ⁠Gopay = 0895620150369–Naya,1
,,,,1
,,,📞Contact Person,1
,,,Anin:+62 858-5453-4950,1
,,,Rechin: ‪+62 812‑1862‑0232‬,1
,,,,1
,,,Setelah melakukan donasi diharapkan konfirmasi ke CP tertera,1
,,,,1
,,,🔗MORE INFORMATION,1
,,,📸 Instagram : @himatifums,1
,,,📩Email : himatif@ums.ac.id,1
,,,📱Tiktok : @himatif.ums,1
,,,"Ayo, jadi bagian dari momen seru ini! ✨""",1
,,,,1
,,,#himatifums #ums #informatika #teknikinformatika #eventsolo #seminar #seminarnasional #animasicompetition #Ikti #tournament #tournamentFutsal #baktisosial #opendonasi #baksos #donation,1
08/08/24,16.42.36,Safridha,Ga efektif ya?,1
08/08/24,16.57.08,Inandra,heeh i bingung aku,1
08/08/24,16.58.09,Salwa TIF '22,Hai Sobat 🙌🏻 ,1
,,,"Kami, HIMATIF UMS, mengajak kalian untuk berbagi kebaikan untuk dalam Kegiatan Bakti Sosial HIMATIF UMS 2024 ✨",1
,,,,1
,,,"Donasi akan disalurkan kepada korban bencana alam dan masyarakat yang membutuhkan, serta hanya dapat disalurkan berupa nominal uang melalui :",1
,,,- Bri = 811201006965534 – Dinta Apresia Nurhalis Sagita,1
,,,- Shopeepay = 081231715679 – dintaapresia06,1
,,,- BCA = 0790600860 – Naya Destian M,1
,,,- Dana = ‪0895620150369‬ — NAYA DESTIAN M,1
,,,- Gopay = 0895620150369 – Naya,1
,,,,1
,,,📞 CONTACT PERSON (CP),1
,,,Anin : +62 858-5453-4950,1
,,,Rechin : ‪+62 812‑1862‑0232‬,1
,,,(Harap melakukan konfirmasi ke CP tertera setelah melakukan donasi),1
,,,,1
,,,🔗 MORE INFORMATION,1
,,,📸 Instagram : @himatifums,1
,,,📩Email : himatif@ums.ac.id,1
,,,📱Tiktok : @himatif.ums,1
,,,"Ayo, jadi bagian dari momen seru ini! ✨""",1
,,,,1
,,,#himatifums #ums #informatika #teknikinformatika #eventsolo #seminar #seminarnasional #animasicompetition #Ikti #tournament #tournamentFutsal #baktisosial #opendonasi #baksos #donation ‎<Pesan ini diedit>,1
08/08/24,16.59.01,Inandra,angjay,1
08/08/24,17.02.00,Jumiana TIF '22,Sudah?,1
08/08/24,17.06.20,Inandra,bagus,1
08/08/24,17.07.10,Inandra,[HIMPUNAN MAHASISWA TEKNIK INFORMATIKA UMS 2024],1
,,,,1
,,,Hai Sobat 🙌🏻,1
,,,"Kami, HIMATIF UMS, mengajak kalian untuk berbagi kebaikan untuk dalam Kegiatan Bakti Sosial HIMATIF UMS 2024 ✨",1
,,,,1
,,,"Donasi akan disalurkan kepada korban bencana alam dan masyarakat yang membutuhkan, serta hanya dapat disalurkan berupa nominal uang melalui :",1
,,,- Bri = 811201006965534 – Dinta Apresia Nurhalis Sagita,1
,,,- Shopeepay = 081231715679 – dintaapresia06,1
,,,- BCA = 0790600860 – Naya Destian M,1
,,,- Dana = ‪0895620150369‬ — NAYA DESTIAN M,1
,,,- Gopay = 0895620150369 – Naya,1
,,,,1
,,,📞 CONTACT PERSON (CP),1
,,,Anin : +62 858-5453-4950,1
,,,Rechin : ‪+62 812‑1862‑0232‬,1
,,,(Harap melakukan konfirmasi ke CP tertera setelah melakukan donasi),1
,,,,1
,,,🔗 MORE INFORMATION,1
,,,📸 Instagram : @himatifums,1
,,,📩Email : himatif@ums.ac.id,1
,,,📱Tiktok : @himatif.ums,1
,,,"Ayo, jadi bagian dari momen seru ini! ✨""",1
,,,,1
,,,#himatifums #ums #informatika #teknikinformatika #eventsolo #seminar #seminarnasional #animasicompetition #Ikti #tournament #tournamentFutsal #baktisosial #opendonasi #baksos #donation,1
08/08/24,18.21.13,Inandra,udah ana?,1
08/08/24,18.23.32,Jumiana TIF '22,Tak ada revisi lagi kan?,1
08/08/24,18.24.41,Jumiana TIF '22,Hbs isya ya?,1
08/08/24,18.26.43,Inandra,cukup si,1
08/08/24,18.26.53,Inandra,yg tenant ndi wingi,1
08/08/24,18.27.39,Jumiana TIF '22,.,1
08/08/24,18.28.32,Rechin TIF '22,yg tenant cp nya siapa?,1
,,,"‎[08/08/24, 18.29.13] Jumiana TIF '22: OPEN TENANT_20240728_185955_0000.png ‎dokumen tidak disertakan",1
08/08/24,18.29.14,Inandra,izam rendy,1
08/08/24,18.29.44,Inandra,.,1
08/08/24,18.29.49,Inandra,.,1
08/08/24,18.30.07,ReviTO,sip,1
08/08/24,18.30.19,Rechin TIF '22,ok,1
08/08/24,19.19.01,Rechin TIF '22,"""Hai partikuy! Kali ini Parti 2024 bakal open tenant lho. Jadi tenant di acara kita, yuk! Kesempatan buat promosiin bisnis kamu di depan banyak orang. Hubungi kita buat info lebih lanjut dan booking tempatmu sekarang🤩”",1
,,,,1
,,,📞 CONTACT PERSON:,1
,,,Izam: +62 878-0404-4937,1
,,,Rendy: +62 822-4411-2847,1
,,,,1
,,,🔗MORE INFORMATION,1
,,,📸 Instagram : @parti.ums,1
,,,📩Email : himatif@ums.ac.id,1
,,,📱Tiktok : @parti.ums,1
,,,"Ayo, jadi bagian dari momen seru ini! ✨""",1
,,,,1
,,,#Parti2024#himatifums#ums#informatika#teknikinformatika##eventsolo#seminar#seminarnasional,1
,,,#animasicompetition #Ikti #tournament #tournamentFutsal,1
,,,#baktisosial #opendonasi #baksos #donation,1
08/08/24,19.20.30,Inandra,sip sip,1
08/08/24,19.21.02,Jumiana TIF '22,Tak post ya?,1
08/08/24,19.22.29,Inandra,yang lain ada tambahan?,1
08/08/24,19.22.34,Inandra,nanti kata parti kapital ya ana,1
08/08/24,19.22.44,Jumiana TIF '22,Mbaiik,1
08/08/24,19.22.59,Inandra,ditunggu sampai 19.40 deh,1
,,,"‎[08/08/24, 19.23.08] Jumiana TIF '22: ‎stiker tidak disertakan",1
08/08/24,19.44.27,Jumiana TIF '22,Udah gada kan?,1
08/08/24,19.45.53,Inandra,enggaa,1
08/08/24,19.48.20,Inandra,@62895620490206 @6282198045056 @6285854534950 @6281218620232 @6285775087151 @6289638972960 @6281336917985 @6287804044937 ,1
,,,mintol list perkab e jangan lupa ya,1
08/08/24,19.49.50,Jumiana TIF '22,Buat publikasi  maskot dll kasih dl ndra ngeupload e kapan,1
08/08/24,19.50.48,Inandra,tanggal 20 agustus ya,1
08/08/24,19.52.35,Jumiana TIF '22,"Oke sip², sama minta tolong bgt kesek jangan buat caption di hari H publikasi yaa, minta tolong buatin caption buat maskot, tema parti sama logo parti, terus caption buat vidio promosi itu ada 4 seminar, futsal, animasi, sama lkti",1
08/08/24,20.12.15,Stiven TIF '21,ini jadinya pas futsal pakai kamera berapa ya @acara jadi live streaming ap tdk,1
,,,"‎[08/08/24, 20.59.18] Rechin TIF '22: ‎gambar tidak disertakan",1
,,,"‎[08/08/24, 20.59.19] Rechin TIF '22: ‎gambar tidak disertakan",1
08/08/24,21.03.32,Jumiana TIF '22,😓😓,1
08/08/24,21.08.54,Faezz,walawe,1
08/08/24,21.19.30,Sofia TIF ‘22,ya allah devita,1
08/08/24,21.19.47,Sofia TIF ‘22,anak an.,1
08/08/24,21.20.45,Nirot TIF '22,Ahahha,1
08/08/24,21.22.15,Faezz,ga boleh misuh cobaan ‎<Pesan ini diedit>,1
08/08/24,21.27.46,Sofia TIF ‘22,anak anak maksud e,1
08/08/24,21.34.00,Inandra,wealahh,1
08/08/24,21.34.21,Inandra,pekok tenan😭,1
08/08/24,22.14.21,Sofia TIF ‘22,kui tapi duet e ws masuk rek kita?,1
08/08/24,22.19.55,Rechin TIF '22,ga masuk pi,1
08/08/24,22.20.10,Rechin TIF '22,pas di cek ternyata ga enek,1
08/08/24,22.21.50,Sofia TIF ‘22,woswoswos main main,1
08/08/24,22.36.44,ReviTO,jir lah,1
08/08/24,22.36.52,ReviTO,terror wae nomere,1
09/08/24,11.30.53,Izam TIF '21,wkwkwk pdo aku wingi🤣,1
10/08/24,21.39.05,Dinta TIF '22,Bahan danusan udah diambil dari tempate jose? Terus bahane kemarin masih sisa ga?,1
10/08/24,21.49.36,Sofia TIF ‘22,allahuakbar belom😭😊😊😊😊😊😊😊😊😊,1
11/08/24,12.48.41,Dinta TIF '22,Walah,1
11/08/24,12.48.52,Dinta TIF '22,Nek bahane ada sisa ga?,1
11/08/24,16.23.53,Sofia TIF ‘22,"teh masih kaya e kalo gula gatau , cup jg masih",1
11/08/24,16.26.04,Dinta TIF '22,Nek yg buat risol masih ga sop?,1
11/08/24,16.26.11,Dinta TIF '22,Minyak dll,1
11/08/24,16.26.39,Sofia TIF ‘22,"minyak masih kaya e , tapi gak full banyak",1
11/08/24,16.26.47,Sofia TIF ‘22,coba nanti ta tanya jose,1
11/08/24,16.26.49,Sofia TIF ‘22,buat apa,1
11/08/24,16.27.30,Dinta TIF '22,Oke sopi,1
11/08/24,16.27.47,Dinta TIF '22,Buat danusan oprec pas fakul,1
11/08/24,16.27.57,Dinta TIF '22,Nek masih boleh dipake ga?,1
11/08/24,16.28.09,Dinta TIF '22,Eh ini ga meh danusan lagi o?,1
11/08/24,16.28.14,Sofia TIF ‘22,sek yo,1
11/08/24,16.28.22,Sofia TIF ‘22,soale katane kita meh jualan es juga,1
11/08/24,16.28.30,Dinta TIF '22,Pas futsal ya?,1
11/08/24,16.28.31,Sofia TIF ‘22,tapi mbuh jadi atau gak,1
11/08/24,16.28.48,Sofia TIF ‘22,kalo yg risol pake aja krn ga kepake tp kalo es nya jgn dipake dulu,1
11/08/24,16.28.53,Sofia TIF ‘22,ho o,1
11/08/24,16.29.07,Sofia TIF ‘22,eh,1
11/08/24,16.29.18,Sofia TIF ‘22,danusan oprec uang e masuk kemana to,1
11/08/24,16.29.24,Sofia TIF ‘22,kalo masuk parti ya gapapa pake aja,1
11/08/24,16.29.47,Sofia TIF ‘22,kalo masuk ke dana oprec saranku yg es jgn dikasih ya takut e kepake buat futsal parti,1
11/08/24,16.30.07,Dinta TIF '22,Masuk e dana oprec sop,1
11/08/24,16.30.10,Dinta TIF '22,Oke oke sop,1
11/08/24,18.22.34,Inandra,"guys jadi perkap ada beberapa pertanyaan, nah ini butuh ngobrol. Karena kalau bertemu langsung belum memungkinkan, gimana kalau besok kita gmeet untuk mbahas pertanyaan dari perkap?",1
11/08/24,18.24.08,Inandra,@62895620490206 @6285854534950 @6281231715679 @6282327867328 @6282175165826 @6289675358785 @6282139075188 @6285775087151 @6287804044937 @6282198045056 @6289529000117 @6282325384330 @62895620150369 @6281225316790 @6281218620232 @6289516556760 @628993998600 @6285290474524 @6281393686086 @6281336917985 @6285865803536 @6289638972960,1
11/08/24,18.25.52,Labib,bisa mas gyetke mawon,1
11/08/24,18.26.02,Stiven TIF '21,mau mauu,1
11/08/24,18.26.39,Safridha,Nggih,1
11/08/24,18.33.37,Navila TIF '22,Mau jam berapa??,1
11/08/24,18.36.26,Rehan ECU,hari ini?,1
11/08/24,18.36.46,ReviTO,sosote,1
11/08/24,18.37.27,Inandra,dibaca lagi,1
11/08/24,18.37.35,Stiven TIF '21,ojo hariini,1
11/08/24,18.46.08,ReviTO,ooo bsk,1
11/08/24,19.33.53,Inandra,malam pada bisa ga,1
11/08/24,19.42.25,Dinta TIF '22,Bisa,1
11/08/24,19.51.15,Inandra,_🍀Assalamu'alaikum warahmatullahi wabarakatuh🍀_,1
,,,,1
,,,"Diberitahukan kepada seluruh *PJ KEPANITIAAN PARTI* , bahwa akan diadakan *Rapat Koordinasi* pada :",1
,,,,1
,,,🗓 Hari           	: Senin,1
,,,🗒 Tanggal    	: 12 Agustus 2024,1
,,,🕘 Jam           	: 18.30 WIB - selesai,1
,,,📌 Tempat     	: Google Meet,1
,,,(https://meet.google.com/pys-szgf-sva),1
,,,📍 Keperluan  :,1
,,,• Koordinasi seluruh Sie,1
,,,* Pendaftaran peserta sekaligus pembahasan planning kedepan (worst case)✨,1
,,,,1
,,,nb : dimohon untuk hadir tepat waktu yaa guyss,1
,,,,1
,,,Terimakasih banyakk 🥰,1
,,,Semangattt semuanya!!,1
,,,,1
,,,_🍀Wassalamu'alaikum’alaikum Warahmatullahi Wabarakatuh🍀_,1
11/08/24,19.51.55,Faezz,aku izin,1
11/08/24,19.52.11,Faezz,tapi kalau bentar bisa sampe isya doang,1
11/08/24,19.52.17,Inandra,perwakilan sie kudu enek yoo,1
12/08/24,19.00.15,Inandra,"halo, iki do ready rak? nek semisal di undur 19.30 gimana",1
12/08/24,19.01.29,Jumiana TIF '22,Sorry² lupaa🙏🏻,1
12/08/24,19.02.16,ReviTO,baru dimana mas emangnya,1
12/08/24,19.02.19,ReviTO,😁😁😁,1
12/08/24,19.12.34,Inandra,😁,1
12/08/24,19.12.44,Inandra,la raenek sg mbahas,1
12/08/24,19.13.23,ReviTO,makasih ya mas sudah mau membahas,1
12/08/24,19.27.05,Inandra,yok,1
12/08/24,19.34.24,Inandra,@62895620490206 @6285854534950 @6282327867328 @6282175165826 @6289675358785 @6282139075188 @6285775087151 @6287804044937 @6282198045056 @6282325384330 @6281225316790 @6281218620232 @6289516556760 @628993998600 @6285290474524 @6281393686086 @6281336917985 @6285865803536 @6289638972960,1
,,,"‎[12/08/24, 19.40.48] Inandra: ‎stiker tidak disertakan",1
,,,"‎[12/08/24, 19.40.49] Inandra: ‎stiker tidak disertakan",1
12/08/24,19.41.16,Afif TIF' 22,kenapa mas,1
,,,"‎[12/08/24, 19.41.27] Jumiana TIF '22: ‎stiker tidak disertakan",1
12/08/24,19.42.45,Inandra,ayo guys,1
12/08/24,19.51.47,Inandra,"perwakilan kesek, humas, sponsor? @6285854534950 @6281218620232 @6282327867328 @6281393686086 @6281336917985 @6287804044937",1
12/08/24,19.57.19,Rechin TIF '22,sudah,1
12/08/24,20.32.50,Jumiana TIF '22,https://www.canva.com/design/DAGNkfwqTE0/JpCQJj_3rcrfSidjgJ8_8Q/edit?utm_content=DAGNkfwqTE0&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,1
12/08/24,20.33.32,Jumiana TIF '22,nek ada saran boleh yak,1
12/08/24,20.33.54,Jumiana TIF '22,yg 5 itu depan,1
12/08/24,21.16.42,Sofia TIF ‘22,cst. Nizar fian,1
,,,,1
,,,Kaos + sablon,1
,,,Lengan pendek,1
,,,61pcs x 55.000 = 3.355.000,1
,,,Lengan panjang,1
,,,17 pcs x 63.000 = 1.071.000,1
,,,*SEPONSOR - 300.000*,1
,,,,1
,,,*TOTAL = 4.126.000.-*,1
,,,,1
,,,DEADLINE :  22 okt 2023,1
,,,,1
,,,Jumlah Pesanan : 78 pcs,1
,,,,1
,,,DP minimal 50% sebelum barang di proses,1
,,,,1
,,,Pembayaran dapat dilakukan melalui,1
,,,⬇⬇,1
,,,BCA : 3940619750 (a.n. Cladenta Rindu Exvanza),1
,,,,1
,,,Setelah melakukan pembayaran bisa konfirmasi ke wa.me/6283171154786 dengan mengirimkan bukti pembayaran,1
12/08/24,21.16.51,Sofia TIF ‘22,taon kmrn,1
12/08/24,21.17.09,Sofia TIF ‘22,bahan e 24,1
12/08/24,21.19.30,Inandra,55 to,1
12/08/24,21.19.52,Sofia TIF ‘22,ho o,1
12/08/24,21.20.02,Sofia TIF ‘22,kui vendor e bedo kr sg saiki,1
12/08/24,21.20.33,Sofia TIF ‘22,buat kaos uang e masuk ke siapa?,1
12/08/24,21.20.49,Sofia TIF ‘22,benpat kah?,1
12/08/24,21.20.53,Inandra,sg ngurus koe po benpat langsung,1
12/08/24,21.21.19,Sofia TIF ‘22,sg ngurus kaos aku kr izam,1
12/08/24,21.21.32,Sofia TIF ‘22,"nek duet e mbuh, rodo trauma i nyekel det wkwk",1
12/08/24,21.21.49,Inandra,langsung benpat wae neknu,1
12/08/24,21.21.54,Inandra,tp ojo ngasi miskom,1
12/08/24,21.22.45,Stiven TIF '21,spil trauma ne,1
12/08/24,21.22.58,Sofia TIF ‘22,stuban..,1
12/08/24,21.23.12,Sofia TIF ‘22,@6281231715679 mwah,1
12/08/24,21.23.16,Inandra,WKWKWK inisial @628993998600,1
12/08/24,21.23.56,Dinta TIF '22,Nggih bersama @62895620150369,1
12/08/24,21.23.58,Dinta TIF '22,😁😁😁,1
12/08/24,21.24.06,Sofia TIF ‘22,😁😁,1
12/08/24,21.29.13,ReviTO,ngpo,1
,,,"‎[12/08/24, 21.29.25] ReviTO: ‎gambar tidak disertakan",1
,,,"‎[12/08/24, 21.34.03] Inandra: ‎audio tidak disertakan",1
13/08/24,07.22.37,Naya TIF ‘23,"pagi semuaa, untuk notulensi rapat koordinasi kemarin bisa di check di link ini yaa terima kasih",1
13/08/24,07.22.59,Naya TIF ‘23,https://docs.google.com/document/d/1vNJlauRt_-poWj5jWjoTwTVtK8liEmoaUWaN8t1diX0/edit?usp=sharing,1
13/08/24,07.37.17,Inandra,makasii naya,1
13/08/24,09.32.14,Inandra,"Kaos, lanyard, beberapa macam jaket, dan merch kita bisa ka,",1
,,,,1
,,,Merch:,1
